Wall time,Step,Value
1759860432.736674,100,0.0
1759860576.4558303,140,0.0
1759860648.7154207,160,0.0
1759860719.7836714,180,0.0
1759861161.601263,300,0.0
1759861234.4067261,320,0.0
1759861448.4884853,380,0.0
1759861524.051997,400,0.0
1759861740.234045,460,0.0
1759861811.6445842,480,0.0
1759861885.0625486,500,0.0
1759861992.615935,540,0.0
1759862034.5397532,560,0.0
1759862172.5490532,620,0.0
1759862244.6761448,640,0.0
1759862382.3437166,680,0.0
1759862668.6719468,760,0.0
1759862742.1073802,780,0.0
1759862880.2407305,820,0.0
1759862952.0435438,840,0.0
1759863025.5152843,860,0.0
1759863094.8467312,880,0.0
1759863164.8677242,900,0.0
1759863669.8697894,1040,0.0
1759863740.7420802,1060,0.0
1759863811.247256,1080,0.0
1759863882.2074645,1100,0.0
1759863952.8460705,1120,0.0
1759864024.070039,1140,0.0
1759864168.7504776,1180,0.0
1759864239.8568304,1200,0.0833333358168602
1759864372.1943219,1240,0.0833333358168602
1759864498.378584,1300,0.23076923191547394
1759864541.4164753,1320,0.23076923191547394
1759864573.380555,1340,0.23076923191547394
1759864589.1741464,1360,0.23076923191547394
1759864620.737277,1400,0.3571428656578064
1759864635.927156,1420,0.3571428656578064
1759864651.5889947,1440,0.3571428656578064
1759864667.3505003,1460,0.3571428656578064
1759864698.6837814,1500,0.46666666865348816
1759864714.0169432,1520,0.46666666865348816
1759864877.2274525,1615,3.0
1759864908.94501,1655,3.0
1759864940.6114266,1695,3.0
1759864971.9313724,1735,3.0
1759864987.361248,1755,3.0
1759865018.8162844,1795,3.0
1759865034.5039797,1815,3.0
1759865066.0489523,1855,3.0
1759865081.7174118,1875,3.0
1759865128.4890728,1935,3.25
1759865143.9258401,1955,3.25
1759865220.7733858,2055,3.5999999046325684
1759865282.2109053,2135,4.0
1759865297.4104471,2155,4.0
1759865343.774939,2215,4.285714149475098
1759865390.220245,2275,4.285714149475098
1759865405.6227086,2295,4.285714149475098
1759865436.470539,2335,4.5
1759865451.9327512,2355,4.5
1759865513.4813151,2435,4.666666507720947
1759865544.1487844,2475,4.666666507720947
1759865620.9680538,2575,4.800000190734863
1759865682.2156403,2655,4.909090995788574
1759865697.6120696,2675,4.909090995788574
1759865728.5839803,2715,5.0
1759865743.8492832,2735,5.0
1759865759.2286294,2755,5.0
1759865774.728553,2775,5.0
1759865790.0919461,2795,5.0
1759865820.671613,2835,5.07692289352417
1759865851.7278495,2875,5.07692289352417
1759865867.0644262,2895,5.07692289352417
1759865958.9279706,3015,5.199999809265137
1759865974.3437262,3035,5.199999809265137
1759866005.2589033,3075,5.199999809265137
1759866020.7089477,3095,5.199999809265137
1759866233.6551247,3250,6.0
1759866345.2313583,3390,6.0
1759866376.8620718,3430,6.0
1759866392.6024008,3450,6.0
1759866424.204259,3490,6.0
1759866439.924843,3510,6.0
1759866455.5046768,3530,6.0
1759866486.9706092,3570,6.0
1759866550.3492548,3650,6.0
1759866566.3540585,3670,6.0
1759866582.2327461,3690,6.0
1759866629.3967485,3750,6.0
1759866645.1892524,3770,6.0
1759866660.7845979,3790,6.0
1759866676.547722,3810,6.0
1759866707.3833547,3850,6.0
1759866722.9290805,3870,6.0
1759866754.1344714,3910,6.0
1759866769.6402926,3930,6.0
1759866784.932349,3950,6.0
1759866800.518156,3970,6.0
1759866847.440651,4030,6.0
1759866862.9886398,4050,6.0
1759866878.757111,4070,6.0
1759866894.3349466,4090,6.0
1759866941.2192514,4150,6.0
1759866987.9802306,4210,6.0
1759867003.4545994,4230,6.0
1759867019.0465965,4250,6.0
1759867050.3331006,4290,6.0
1759867065.8910813,4310,6.0
1759867081.159669,4330,6.0
1759867096.4255095,4350,6.0
1759867127.2090669,4390,6.0
1759867157.9817727,4430,6.0
1759867188.694567,4470,6.0
1759867219.8137167,4510,6.0
1759867250.3696098,4550,6.0
1759867266.0620384,4570,6.0
1759867297.1605604,4610,6.0
1759867312.5455155,4630,6.0
1759867327.9677281,4650,6.0
1759867460.512129,4705,6.0
1759867476.2226858,4725,6.0
1759867508.0010357,4765,6.0
1759867524.220476,4785,6.0
1759867588.8228254,4865,6.0
1759867637.1874676,4925,6.0
1759867685.0848591,4985,6.0
1759867701.1529346,5005,6.0
1759867716.803403,5025,6.0
1759867732.6841366,5045,6.0
1759867748.6467457,5065,6.0
1759867780.732043,5105,6.0
1759867796.5252326,5125,6.0
1759867829.9134321,5165,6.0
1759867845.77391,5185,6.0
1759867861.8388674,5205,6.0
1759867877.5028863,5225,6.0
1759867956.3900166,5325,6.0
1759867971.9994981,5345,6.0
1759867987.9806454,5365,6.0
1759868035.409264,5425,6.125
1759868051.2134984,5445,6.125
1759868067.1562552,5465,6.125
1759868083.2397056,5485,6.125
1759868114.9598284,5525,6.222222328186035
1759868240.864967,5685,6.300000190734863
1759868256.7193274,5705,6.363636493682861
1759868303.271323,5765,6.363636493682861
1759868318.9834993,5785,6.363636493682861
1759868335.0104399,5805,6.416666507720947
1759868366.1076064,5845,6.416666507720947
1759868397.5794954,5885,6.416666507720947
1759868429.1563547,5925,6.461538314819336
1759868444.805335,5945,6.461538314819336
1759868476.4541504,5985,6.461538314819336
1759868507.7513626,6025,6.5
1759868523.2347803,6045,6.5
1759868554.4481215,6085,6.5
1759868632.7184913,6185,6.5333333015441895
1759868648.5857954,6205,6.5625
1759868810.4125953,6300,8.0
1759868826.0597074,6320,8.0
1759868841.814991,6340,8.0
1759868920.6378863,6440,8.0
1759868951.6780183,6480,8.0
1759868967.43422,6500,8.0
1759868982.860883,6520,8.0
1759868998.2411065,6540,8.0
1759869045.2409213,6600,8.0
1759869060.425505,6620,8.0
1759869091.4527347,6660,8.0
1759869107.1914642,6680,8.0
1759869137.9744992,6720,8.0
1759869153.532364,6740,8.0
1759869200.5081525,6800,8.0
1759869231.1679232,6840,8.0
1759869308.5567465,6940,8.142857551574707
1759869324.0452619,6960,8.142857551574707
1759869339.5208216,6980,8.142857551574707
1759869355.395968,7000,8.25
1759869370.724331,7020,8.25
1759869433.0695946,7100,8.333333015441895
1759869448.3327928,7120,8.333333015441895
1759869479.3469656,7160,8.333333015441895
1759869525.9107306,7220,8.5
1759869541.3505607,7240,8.5
1759869556.7950804,7260,8.5
1759869572.2612927,7280,8.5
1759869603.3690321,7320,8.727272987365723
1759869618.8546855,7340,8.727272987365723
1759869634.3221476,7360,8.727272987365723
1759869665.4100747,7400,9.0
