Wall time,Step,Value
1758644773.4614425,180,1.0
1758644935.0277772,380,1.0
1758644951.354883,400,1.0
1758644999.202776,460,1.0
1758645015.2839808,480,1.0
1758645063.1865962,540,1.0
1758645127.1815214,620,1.1666666269302368
1758645143.3880696,640,1.1666666269302368
1758645353.4985027,900,1.4444444179534912
1758645465.2911758,1040,1.5
1758645481.4723315,1060,1.5
1758645497.1621284,1080,1.5
1758645576.961606,1180,1.545454502105713
1758645704.3376055,1340,1.8461538553237915
1758645720.093963,1360,1.8461538553237915
1758645767.8291833,1420,2.0714285373687744
1758645783.5359893,1440,2.0714285373687744
1758645831.4226456,1500,2.2666666507720947
1758645846.9995565,1520,2.2666666507720947
1758645942.2135494,1640,2.5
1758646021.042066,1740,2.7647058963775635
1758646132.232938,1880,3.0
1758646290.0707636,2080,3.4000000953674316
1758646353.1574943,2160,3.700000047683716
1758646400.9943857,2220,4.0
1758646416.8286583,2240,4.0
1758646559.016514,2420,4.599999904632568
1758646638.4599946,2520,4.900000095367432
1758646702.069148,2600,5.150000095367432
1758646717.9550343,2620,5.150000095367432
1758646749.5267289,2660,5.150000095367432
1758646781.8105218,2700,5.400000095367432
1758646876.5794885,2820,5.650000095367432
1758647004.110253,2980,5.900000095367432
1758647035.9000177,3020,6.150000095367432
1758647051.7597463,3040,6.150000095367432
1758647099.8973918,3100,6.400000095367432
1758647211.7131264,3240,6.599999904632568
1758647259.854295,3300,6.75
1758647291.8079653,3340,6.75
1758647323.5655792,3380,6.75
1758647677.484776,3617,7.0
1758647693.728725,3637,7.0
1758647775.8901253,3737,7.0
1758647888.0037422,3877,7.0
1758647904.1106157,3897,7.0
1758647919.9817812,3917,7.0
1758647984.6966815,3997,7.0
1758648001.1919758,4017,7.0
1758648017.4927857,4037,7.0
1758648129.9084785,4177,7.0
1758648177.6673484,4237,7.0
1758648193.6381893,4257,7.0
1758648225.6651187,4297,7.0
1758648257.7871153,4337,7.0
1758648322.0043538,4417,7.0
1758648354.4035628,4457,7.0
1758648386.1034765,4497,7.0
1758648465.7475152,4597,7.0
1758648481.7339435,4617,7.0
1758648529.4224281,4677,7.0
1758648609.2924569,4777,7.0
1758648848.4521873,5077,7.199999809265137
1758648864.4424376,5097,7.199999809265137
1758649070.4918485,5357,7.5
1758649086.334155,5377,7.5
1758649101.9549704,5397,7.5
1758649277.8110886,5617,8.0
1758649325.9121492,5677,8.0
1758649357.9504943,5717,8.199999809265137
1758649389.8918903,5757,8.199999809265137
1758649453.6975853,5837,8.399999618530273
1758649502.0126228,5897,8.399999618530273
1758649549.917448,5957,8.600000381469727
1758649582.4360778,5997,8.600000381469727
1758649664.0316558,6097,8.800000190734863
1758649696.5650463,6137,9.050000190734863
1758649712.629059,6157,9.050000190734863
1758649873.7352552,6357,9.649999618530273
1758649937.8737195,6437,9.949999809265137
1758650002.23726,6517,10.25
1758650034.4221666,6557,10.25
1758650050.5998354,6577,10.25
1758650099.0115182,6637,10.600000381469727
1758650342.2161164,6937,11.850000381469727
1758650358.387999,6957,11.850000381469727
1758650673.3267467,7134,17.0
1758650705.9676404,7174,17.0
1758650722.5240908,7194,17.0
1758650821.6615508,7314,17.66666603088379
1758650855.30597,7354,17.66666603088379
1758650920.3102875,7434,17.75
1758651019.760423,7554,17.799999237060547
1758651035.8922331,7574,17.799999237060547
1758651052.1156127,7594,17.799999237060547
1758651068.2686727,7614,18.0
1758651244.9781141,7834,18.25
1758651373.5154881,7994,18.44444465637207
1758651438.1242375,8074,18.600000381469727
1758651470.1715865,8114,18.727272033691406
1758651550.8582742,8214,18.83333396911621
1758651632.361611,8314,18.923076629638672
1758651664.9350033,8354,18.923076629638672
1758651842.7887685,8574,19.066667556762695
1758651939.0624838,8694,19.1875
1758651955.5387232,8714,19.294116973876953
1758652019.281485,8794,19.294116973876953
1758652179.1803951,8994,19.578947067260742
1758652195.1175191,9014,19.700000762939453
1758652227.168207,9054,19.700000762939453
1758652291.4720066,9134,20.0
1758652307.404366,9154,20.0
1758652339.517119,9194,20.0
1758652404.256283,9274,20.25
1758652436.6844685,9314,20.549999237060547
1758652500.3991761,9394,20.549999237060547
1758652579.9846861,9494,20.899999618530273
1758652643.8481221,9574,21.299999237060547
1758652691.850874,9634,21.649999618530273
1758652723.760204,9674,21.649999618530273
1758652787.214785,9754,22.0
1758652803.0077283,9774,22.0
1758652882.518641,9874,22.399999618530273
1758652898.3472195,9894,22.399999618530273
1758652993.9601462,10014,23.100000381469727
1758653025.682922,10054,23.100000381469727
1758653104.9241586,10154,23.450000762939453
1758653343.4314635,10454,24.75
1758653359.1770284,10474,24.75
1758653375.1621757,10494,24.75
1758653391.3600872,10514,25.200000762939453
1758653407.3439918,10534,25.200000762939453
1758653632.2659943,10611,29.0
1758653682.1616507,10671,29.0
1758653698.7533329,10691,29.0
1758653715.4654253,10711,29.5
1758653944.533981,10991,29.75
1758653960.9437957,11011,29.799999237060547
1758653993.5025697,11051,29.799999237060547
1758654009.688523,11071,29.799999237060547
1758654026.0152614,11091,29.799999237060547
1758654058.7363145,11131,29.83333396911621
1758654123.8001683,11211,30.0
1758654156.2576976,11251,30.0
1758654220.8146713,11331,30.125
1758654253.191353,11371,30.125
1758654317.3789647,11451,30.22222137451172
1758654413.9425614,11571,30.299999237060547
1758654446.2877274,11611,30.363636016845703
1758654510.9472325,11691,30.363636016845703
1758654591.4026675,11791,30.41666603088379
1758654768.2348473,12011,30.66666603088379
1758654784.3175561,12031,30.66666603088379
1758654832.6003432,12091,30.66666603088379
1758654865.118039,12131,30.8125
1758654881.3834286,12151,30.8125
1758654929.6553826,12211,31.0
1758654961.5867984,12251,31.0
1758655074.043808,12391,31.22222137451172
1758655154.3333333,12491,31.421052932739258
1758655234.9042025,12591,31.649999618530273
1758655251.1726649,12611,32.0
1758655379.2063956,12771,32.349998474121094
1758655395.278742,12791,32.349998474121094
1758655443.6859949,12851,32.70000076293945
1758655475.9857528,12891,32.70000076293945
1758655492.339656,12911,33.099998474121094
1758655557.0227814,12991,33.099998474121094
1758655621.4330292,13071,33.5
1758655717.3241088,13191,33.900001525878906
1758655733.4594905,13211,34.25
1758655813.7264307,13311,34.599998474121094
1758655845.9966543,13351,34.599998474121094
1758655910.1556118,13431,35.0
1758655958.3246336,13491,35.0
1758655990.6375294,13531,35.400001525878906
1758656102.8267267,13671,35.79999923706055
1758656150.832393,13731,36.25
1758656230.8571193,13831,36.70000076293945
1758656246.7602005,13851,36.70000076293945
1758656311.006772,13931,37.099998474121094
1758656375.2647166,14011,37.5
1758656699.4173863,14208,40.0
1758656732.0740414,14248,40.0
1758656765.4162722,14288,40.0
1758656782.3014176,14308,40.0
1758656864.9548743,14408,40.0
1758656996.6797576,14568,40.0
1758657078.2200842,14668,40.16666793823242
1758657175.645768,14788,40.28571319580078
1758657208.0645616,14828,40.375
1758657240.022491,14868,40.375
1758657256.222684,14888,40.375
1758657288.8480723,14928,40.55555725097656
1758657304.9331207,14948,40.55555725097656
1758657337.2955213,14988,40.55555725097656
1758657353.5755227,15008,40.70000076293945
1758657369.9245021,15028,40.70000076293945
1758657451.1635618,15128,40.90909194946289
1758657548.585152,15248,41.16666793823242
1758657873.0140724,15648,42.3125
1758657889.19666,15668,42.3125
1758658003.6458337,15808,42.72222137451172
1758658052.3494227,15868,42.72222137451172
